"displayName","rating","userRatingCount","primaryType","placeUri","address","latitude","longitude","weekdayDescriptions","nextCloseTime"
"Bruno’s Amsterdam","4.9","306","coffee_shop","https://maps.google.com/?cid=16925071792895390583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Tweede Goudsbloemdwarsstraat 3C, 1015 JX Amsterdam, Netherlands","52.381000199999995","4.8840619","Monday: 7:30 AM - 1:00 PM
Tuesday: 7:30 AM - 2:00 PM
Wednesday: 7:30 AM - 2:00 PM
Thursday: 7:30 AM - 2:00 PM
Friday: 7:30 AM - 2:00 PM
Saturday: 7:30 AM - 4:00 PM
Sunday: 10:00 AM - 2:00 PM","2025-08-11T11:00:00Z"
"Wakuli specialty coffee bar","4.8","75","cafe","https://maps.google.com/?cid=5939224436823812276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Wagenaarstraat 70H, 1093 CV Amsterdam, Netherlands","52.3630664","4.9269935","Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM","2025-08-11T15:00:00Z"
"Bij Paul @ cafe slijterij Oosterling en klein Bij Paul Hemonystraat","4.8","616","breakfast_restaurant","https://maps.google.com/?cid=15299013211287569186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Utrechtsestraat 140, Hemonystraat 10, 1017 VT Amsterdam, Netherlands","52.3610581","4.8992838","Monday: 9:00 AM - 4:00 PM
Tuesday: 9:00 AM - 4:00 PM
Wednesday: 9:00 AM - 4:00 PM
Thursday: 9:00 AM - 4:00 PM
Friday: 9:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","2025-08-11T14:00:00Z"
"Coffee Bru","4.8","236","coffee_shop","https://maps.google.com/?cid=1331387362694749509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Van Woustraat 113, 1074 AH Amsterdam, Netherlands","52.3538168","4.902360799999999","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-08-11T14:00:00Z"
"Haku Specialty Coffee","4.8","324","food_store","https://maps.google.com/?cid=6154733505273622538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Rozengracht 69, 1016 LT Amsterdam, Netherlands","52.373287999999995","4.880800499999999","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-08-11T15:00:00Z"
"Monks Coffee Roasters.","4.7","873","cafe","https://maps.google.com/?cid=5891699866678143707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Bilderdijkstraat 46H, 1052 NB Amsterdam, Netherlands","52.3712151","4.8702463","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","2025-08-11T14:00:00Z"
"De Kroon Coffeeshop Amsterdam","4.6","1826","store","https://maps.google.com/?cid=2472012917864741574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Oudebrugsteeg 26, 1012 JP Amsterdam, Netherlands","52.3759993","4.8960146","Monday: 7:00 AM - 1:00 AM
Tuesday: 7:00 AM - 1:00 AM
Wednesday: 7:00 AM - 1:00 AM
Thursday: 7:00 AM - 1:00 AM
Friday: 7:00 AM - 1:00 AM
Saturday: 7:00 AM - 1:00 AM
Sunday: 7:00 AM - 1:00 AM","2025-08-11T23:00:00Z"
"Coffeeshop The Saint","4.2","359","coffee_shop","https://maps.google.com/?cid=12571015873165925069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Regulierssteeg 2, 1017 AA Amsterdam, Netherlands","52.3669101","4.8949495999999995","Monday: 7:00 AM - 1:00 AM
Tuesday: 7:00 AM - 1:00 AM
Wednesday: 7:00 AM - 1:00 AM
Thursday: 7:00 AM - 1:00 AM
Friday: 7:00 AM - 1:00 AM
Saturday: 7:00 AM - 1:00 AM
Sunday: 9:00 AM - 1:00 AM","2025-08-11T23:00:00Z"
"Five Ways Coffee Roasters","4.6","310","cafe","https://maps.google.com/?cid=6515543384646289734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Kinkerstraat 186, 1053 CG Amsterdam, Netherlands","52.366029499999996","4.8673108","Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:30 AM - 5:30 PM
Sunday: 8:30 AM - 5:30 PM","2025-08-11T14:30:00Z"
"Screaming Beans Waterlooplein","4.3","244","coffee_shop","https://maps.google.com/?cid=2613408141116829368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Waterlooplein 129, 1011 PG Amsterdam, Netherlands","52.3686094","4.9021188","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-08-11T16:00:00Z"
"Koffie Academie","4.6","851","cafe","https://maps.google.com/?cid=17553798295527386772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Overtoom 95, 1054 HD Amsterdam, Netherlands","52.362382999999994","4.8746811","Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","2025-08-11T14:00:00Z"
"The Bulldog Mack","4.2","2877","cafe","https://maps.google.com/?cid=11995537173612307485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Oudezijds Voorburgwal 132, 1012 GH Amsterdam, Netherlands","52.3732681","4.8971443","Monday: 9:00 AM - 1:00 AM
Tuesday: 9:00 AM - 1:00 AM
Wednesday: 9:00 AM - 1:00 AM
Thursday: 9:00 AM - 1:00 AM
Friday: 9:00 AM - 2:00 AM
Saturday: 9:00 AM - 2:00 AM
Sunday: 9:00 AM - 1:00 AM","2025-08-11T23:00:00Z"
"Bertus (Koffie/Coffee)","4.9","171","coffee_shop","https://maps.google.com/?cid=14722225369756434315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Alexanderplein 6, 1018 CG Amsterdam, Netherlands","52.363268999999995","4.9192148","Monday: 8:30 AM - 4:30 PM
Tuesday: Closed
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 9:30 AM - 5:30 PM
Sunday: 10:00 AM - 4:00 PM","2025-08-11T14:30:00Z"
"Koffiespot","4.5","594","coffee_shop","https://maps.google.com/?cid=2122484869929095106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Elandsgracht 53, 1016 TN Amsterdam, Netherlands","52.3694002","4.8805982","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-08-11T16:00:00Z"
"Coffeeshop The Otherside","4.0","1140","store","https://maps.google.com/?cid=6493893213967095037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Reguliersdwarsstraat 6, 1017 BM Amsterdam, Netherlands","52.366786","4.8892283","Monday: 10:00 AM - 12:00 AM
Tuesday: 10:00 AM - 12:00 AM
Wednesday: 10:00 AM - 12:00 AM
Thursday: 10:00 AM - 12:00 AM
Friday: 10:00 AM - 12:00 AM
Saturday: 10:00 AM - 12:00 AM
Sunday: 10:00 AM - 12:00 AM","2025-08-11T22:00:00Z"
"Dak Showroom by Dak Coffee Roasters","4.8","122","coffee_shop","https://maps.google.com/?cid=10131096394286370724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Bellamyplein 16H, 1053 AS Amsterdam, Netherlands","52.3684127","4.867310499999999","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-08-11T15:00:00Z"
"De Overkant","4.6","409","store","https://maps.google.com/?cid=6291731879892498230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Nieuwe Herengracht 71, 1011 RC Amsterdam, Netherlands","52.3673263","4.906465799999999","Monday: 9:30 AM - 12:00 AM
Tuesday: 9:30 AM - 12:00 AM
Wednesday: 9:30 AM - 12:00 AM
Thursday: 9:30 AM - 12:00 AM
Friday: 9:30 AM - 12:00 AM
Saturday: 9:30 AM - 12:00 AM
Sunday: 9:30 AM - 12:00 AM","2025-08-11T22:00:00Z"
"Bakhuys Amsterdam","4.5","2191","bakery","https://maps.google.com/?cid=9585042363666602120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Sarphatistraat 61, 1018 EX Amsterdam, Netherlands","52.3611217","4.9068606","Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-08-11T15:00:00Z"
"LOCALS SPECIALTY COFFEE TO GO","4.4","269","cafe","https://maps.google.com/?cid=539555943290799912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Ferdinand Bolstraat 21-B, 1072 LB Amsterdam, Netherlands","52.3561044","4.890694","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-08-11T14:00:00Z"
"de koffiesalon spui","4.3","1187","coffee_shop","https://maps.google.com/?cid=1116871452306062634&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Spuistraat 281, 1012 VR Amsterdam, Netherlands","52.3695824","4.8890002","Monday: 7:00 AM - 7:00 PM
Tuesday: 7:00 AM - 7:00 PM
Wednesday: 7:00 AM - 7:00 PM
Thursday: 7:00 AM - 7:00 PM
Friday: 7:00 AM - 7:00 PM
Saturday: 7:00 AM - 7:00 PM
Sunday: 7:00 AM - 7:00 PM","2025-08-11T17:00:00Z"
"Bruno’s Amsterdam","4.9","306","coffee_shop","https://maps.google.com/?cid=16925071792895390583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Tweede Goudsbloemdwarsstraat 3C, 1015 JX Amsterdam, Netherlands","52.381000199999995","4.8840619","Monday: 7:30 AM - 1:00 PM
Tuesday: 7:30 AM - 2:00 PM
Wednesday: 7:30 AM - 2:00 PM
Thursday: 7:30 AM - 2:00 PM
Friday: 7:30 AM - 2:00 PM
Saturday: 7:30 AM - 4:00 PM
Sunday: 10:00 AM - 2:00 PM","2025-08-11T11:00:00Z"
"Wakuli specialty coffee bar","4.8","75","cafe","https://maps.google.com/?cid=5939224436823812276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Wagenaarstraat 70H, 1093 CV Amsterdam, Netherlands","52.3630664","4.9269935","Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM","2025-08-11T15:00:00Z"
"Bij Paul @ cafe slijterij Oosterling en klein Bij Paul Hemonystraat","4.8","616","breakfast_restaurant","https://maps.google.com/?cid=15299013211287569186&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Utrechtsestraat 140, Hemonystraat 10, 1017 VT Amsterdam, Netherlands","52.3610581","4.8992838","Monday: 9:00 AM - 4:00 PM
Tuesday: 9:00 AM - 4:00 PM
Wednesday: 9:00 AM - 4:00 PM
Thursday: 9:00 AM - 4:00 PM
Friday: 9:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","2025-08-11T14:00:00Z"
